vessel,Category,subcategory,length,beam,GT,DWT,year_built
INDUSTRIALCONFIDENCE,Cargo Ship,General Cargo Ship,100,21,7498,8406,2018
INDUSTRIAL CONSTANT,Cargo Ship,General Cargo Ship,100,21,7498,8396,2018
VERBENA,Cargo Ship,General Cargo Ship,139,19,7485,11402,2008
YONG SHENG 99,Cargo Ship,General Cargo Ship,122,20,7460,9106,2008
BRIO FAITH,Cargo Ship,General Cargo Ship,122,20,7460,9032,2009
DRACO FAITH,Cargo Ship,General Cargo Ship,122,20,7460,9023,2010
FM PROSPERITY,Cargo Ship,General Cargo Ship,122,20,7460,9032,2009
CENA FAITH,Cargo Ship,General Cargo Ship,122,20,7460,9070,2010
ELITE FAITH,Cargo Ship,General Cargo Ship,122,20,7460,9032,2008
TIAN WANG ZHI XING,Cargo Ship,General Cargo Ship,122,20,7460,9106,2008
HAI WANG ZHI XING,Cargo Ship,General Cargo Ship,122,20,7460,9106,2008
OLGA V,Cargo Ship,General Cargo Ship,142,18,6786,8331,2022
YANA V,Cargo Ship,General Cargo Ship,142,18,6786,8331,2022
SHUN YUE 19,Cargo Ship,General Cargo Ship,126,18,6778,8085,2011
HAMBURG. S,Cargo Ship,General Cargo Ship,128,18,6754,10560,1993
FWN SEA,Cargo Ship,General Cargo Ship,122,17,6749,10600,2016
FWN SKY,Cargo Ship,General Cargo Ship,122,17,6749,10546,2015
FWN SPIRIT,Cargo Ship,General Cargo Ship,122,17,6749,10546,2017
FWN SPACE,Cargo Ship,General Cargo Ship,122,17,6749,10546,2018
FWN STAR,Cargo Ship,General Cargo Ship,122,17,6749,10546,2015
MDC16,Cargo Ship,General Cargo Ship,104,19,6749,10062,2010
FWN SUN,Cargo Ship,General Cargo Ship,122,17,6749,10546,2016
GLORY,Cargo Ship,General Cargo Ship,131,19,6744,9292,1981
FWN PROVIDER,Cargo Ship,General Cargo Ship,125,18,6740,10620,2017
FWN PERFORMER,Cargo Ship,General Cargo Ship,125,18,6740,10620,2017
SPLENDOR KEELUNG,Cargo Ship,General Cargo Ship,104,19,6736,10024,2009
PHC GLORY,Cargo Ship,General Cargo Ship,104,19,6736,10034,2009
DONG FANG FUZHOU,Cargo Ship,General Cargo Ship,132,19,6735,7961,2006
ASHICO VICTORIA,Cargo Ship,General Cargo Ship,104,19,6732,10071,2009
SHINSUNG BRIGHT,Cargo Ship,General Cargo Ship,104,19,6732,10068,2009
HI GLORY,Cargo Ship,General Cargo Ship,100,20,6715,8924,1998
NAZLIKIZ,Cargo Ship,General Cargo Ship,121,18,6355,8140,1978
DERYOUNG SUNSHINE,Cargo Ship,General Cargo Ship,100,19,6354,8242,2000
LADY SHAM,Cargo Ship,General Cargo Ship,108,19,6354,9802,2001
IMMENSITY,Cargo Ship,General Cargo Ship,108,19,6354,9766,2002
EVER COMFORT,Cargo Ship,General Cargo Ship,110,19,6352,10620,1999
DEFENDER,Cargo Ship,General Cargo Ship,110,19,6352,10613,1999
UNISOUL,Cargo Ship,General Cargo Ship,132,16,6351,9775,2009
O7 VEGA S,Cargo Ship,General Cargo Ship,132,16,6351,9862,2011
BBC NYHAVN,Cargo Ship,General Cargo Ship,132,16,6351,9737,2012
BBC NAGASAKI,Cargo Ship,General Cargo Ship,132,16,6351,9717,2011
ONEGO DUERO,Cargo Ship,General Cargo Ship,132,16,6351,9770,2012
UNISUN,Cargo Ship,General Cargo Ship,132,16,6351,9851,2009
UNISTREAM,Cargo Ship,General Cargo Ship,132,16,6351,9700,2010
BBC NAPLES,Cargo Ship,General Cargo Ship,132,16,6351,9775,2010
UNISCOUT,Cargo Ship,General Cargo Ship,132,16,6351,9823,2009
BBC NORFOLK,Cargo Ship,General Cargo Ship,132,16,6351,9677,2012
UNISTAR,Cargo Ship,General Cargo Ship,132,16,6351,9688,2012
GREENWAY,Cargo Ship,General Cargo Ship,100,19,6348,9239,2000
SIGMA,Cargo Ship,General Cargo Ship,128,18,6337,10131,2005
I TRADER,Cargo Ship,General Cargo Ship,105,19,6324,7719,1986
BREB COUNTESS,Cargo Ship,General Cargo Ship,108,18,5630,7811,2009
JUNO,Cargo Ship,General Cargo Ship,108,18,5630,7807,2009
BREB COURTESY,Cargo Ship,General Cargo Ship,108,18,5630,7811,2009
BREB COURAGEOUS,Cargo Ship,General Cargo Ship,108,18,5630,7801,2009
ARGO,Cargo Ship,General Cargo Ship,108,18,5630,7816,2009
BREB CUXHAVEN,Cargo Ship,General Cargo Ship,108,18,5630,7815,2010
OSLO BULK 11,Cargo Ship,General Cargo Ship,108,18,5630,7805,2011
EKMEN GLORY,Cargo Ship,General Cargo Ship,108,18,5629,8071,2007
MANISA GRETA,Cargo Ship,General Cargo Ship,108,18,5629,8046,2007
OSLO BULK 5,Cargo Ship,General Cargo Ship,108,18,5629,8043,2010
OSLO BULK 6,Cargo Ship,General Cargo Ship,108,18,5629,8036,2011
OSLO BULK 2,Cargo Ship,General Cargo Ship,108,18,5629,8028,2010
VICTORIA,Cargo Ship,General Cargo Ship,104,18,5629,8063,2010
CDRY BROWN,Cargo Ship,General Cargo Ship,108,18,5629,8049,2010
SDS RED,Cargo Ship,General Cargo Ship,108,18,5629,8546,2010
OSLO BULK 7,Cargo Ship,General Cargo Ship,108,18,5629,8032,2011
SIDER MONICA,Cargo Ship,General Cargo Ship,108,18,5629,8048,2009
OSLO BULK 9,Cargo Ship,General Cargo Ship,108,18,5629,8036,2011
OSLO BULK 4,Cargo Ship,General Cargo Ship,108,18,5629,8039,2010
MARBELLA,Cargo Ship,General Cargo Ship,108,18,5629,8063,2008
BELLA A,Cargo Ship,General Cargo Ship,101,17,4380,6502,1998
MNTALOS,Cargo Ship,General Cargo Ship,101,17,4380,6502,1998
ITALIAN TRADER,Cargo Ship,General Cargo Ship,100,18,4373,8010,1982
INNES,Cargo Ship,General Cargo Ship,107,17,4372,6300,1976
RIO ARAUCA,Cargo Ship,General Cargo Ship,114,16,4371,5177,1991
DEMETRA,Cargo Ship,General Cargo Ship,95,16,4371,5177,1990
MF ROSE,Cargo Ship,General Cargo Ship,107,29,4369,6957,1981
BOSPHORUS QUEEN,Cargo Ship,General Cargo Ship,112,14,4368,6067,1997
AYSSEL,Cargo Ship,General Cargo Ship,112,14,4368,6075,1997
YAMAK JUNIOR,Cargo Ship,General Cargo Ship,100,18,4366,5900,1984
YU YUAN 7,Cargo Ship,General Cargo Ship,100,12,4365,5040,1984
PROTEAS II,Cargo Ship,General Cargo Ship,106,17,4362,6687,1999
EKMEN TRANS,Cargo Ship,General Cargo Ship,106,17,4362,6687,1999
RAOUF-H,Cargo Ship,General Cargo Ship,106,17,4362,6343,1985
ELEANORA,Cargo Ship,General Cargo Ship,106,17,4362,6687,1999
CITY,Cargo Ship,General Cargo Ship,107,17,4359,7001,2004
MSM DOLORES,Cargo Ship,General Cargo Ship,109,16,4358,5746,2012
EKMEN,Cargo Ship,General Cargo Ship,106,17,4358,6830,1996
JAOHAR RANIM,Cargo Ship,General Cargo Ship,106,17,4358,6830,1996
DERYA AYTEKIN,Cargo Ship,General Cargo Ship,106,17,4358,6830,1996
PONTA DO SOL,Cargo Ship,General Cargo Ship,101,16,4115,5184,1997
HAYA,Cargo Ship,General Cargo Ship,101,16,4115,5199,1998
SEVEN SKY,Cargo Ship,General Cargo Ship,101,16,4115,5190,1998
HOUEI EMBRACE,Cargo Ship,General Cargo Ship,100,16,4114,5791,2022
DIAMOND ARROW,Cargo Ship,General Cargo Ship,106,17,4113,6654,1982
LIAMARE,Cargo Ship,General Cargo Ship,107,15,4112,5842,2001
MAGELLAN,Cargo Ship,General Cargo Ship,118,17,4110,5027,1993
BARABULKA,Cargo Ship,General Cargo Ship,118,17,4110,4916,1995
VLADIMIR KIRILLOV,Cargo Ship,General Cargo Ship,139,17,4110,5450,1985
YEVGENY MATVEEV,Cargo Ship,General Cargo Ship,139,17,4110,5450,1987
MAHMUD REHIMOV,Cargo Ship,General Cargo Ship,118,17,4110,4485,1994
PUERTO NATALES,Cargo Ship,General Cargo Ship,100,17,4110,6471,1996
KYBELE,Cargo Ship,General Cargo Ship,118,17,4110,4485,1993
PANO-05,Cargo Ship,General Cargo Ship,118,17,4110,4916,1994
SANIYE IMAMOGLU,Cargo Ship,General Cargo Ship,100,17,4109,6529,2007
HAGRID,Cargo Ship,General Cargo Ship,100,17,4109,6064,2008
IDEFIX,Cargo Ship,General Cargo Ship,100,17,4109,6036,2008
SIMONA,Cargo Ship,General Cargo Ship,100,17,4109,6000,2007
CKR ZEYNEP,Cargo Ship,General Cargo Ship,100,17,4109,6478,2010
AST RISING,Cargo Ship,General Cargo Ship,100,17,4109,6053,2009
ORE BRASIL,Cargo Ship,Bulk Carrier,362,65,199631,402347,2011
SHANDONG DA DE,Cargo Ship,Bulk Carrier,362,65,199372,402303,2011
SHANDONG DA CHENG,Cargo Ship,Bulk Carrier,362,65,199372,402285,2012
SHANDONG DA ZHI,Cargo Ship,Bulk Carrier,360,65,199372,402387,2012
SHANDONG DA REN,Cargo Ship,Bulk Carrier,362,65,199372,402285,2012
NSU BRAZIL,Cargo Ship,Bulk Carrier,361,65,197453,399821,2020
BERGE NEBLINA,Cargo Ship,Bulk Carrier,361,65,195199,392099,2013
BERGE EVEREST,Cargo Ship,Bulk Carrier,361,65,195199,388133,2011
BERGE ACONCAGUA,Cargo Ship,Bulk Carrier,361,65,195199,388139,2012
BERGE JAYA,Cargo Ship,Bulk Carrier,361,65,195199,391699,2012
GEOSTAHL,Cargo Ship,Bulk Carrier,342,64,175720,364767,1986
ORE SHANTOU,Cargo Ship,Bulk Carrier,340,62,173762,324983,2020
BOKM SHANGHAI,Cargo Ship,Bulk Carrier,340,62,173756,324946,2021
K.IRON MOUNTAIN,Cargo Ship,Bulk Carrier,340,62,173756,324966,2020
BOKM GUAIBA,Cargo Ship,Bulk Carrier,340,62,173756,324793,2022
GRAND WISDOM,Cargo Ship,Bulk Carrier,340,62,173721,324963,2020
BOKM QINGDAO,Cargo Ship,Bulk Carrier,339,62,173712,324954,2021
BOKM TIANJIN,Cargo Ship,Bulk Carrier,340,62,173712,324922,2022
SEA SHANGHAI,Cargo Ship,Bulk Carrier,340,62,173504,324272,2020
SAO UNISON,Cargo Ship,Bulk Carrier,340,62,172521,324690,2022
BLC THIRD,Cargo Ship,Bulk Carrier,300,49,109716,211138,2019
BERGE MERU,Cargo Ship,Bulk Carrier,300,49,109716,207990,2021
BERGE ZUGSPITZE,Cargo Ship,Bulk Carrier,300,49,109716,211182,2016
STELLA TESS,Cargo Ship,Bulk Carrier,300,49,109716,210950,2017
GOLDEN SAINT,Cargo Ship,Bulk Carrier,300,49,109716,207995,2020
BERGE OLYMPUS,Cargo Ship,Bulk Carrier,300,49,109716,211153,2018
GOLDEN SPIRIT,Cargo Ship,Bulk Carrier,300,49,109716,210865,2020
BERGE TOUBKAL,Cargo Ship,Bulk Carrier,300,49,109716,211081,2017
MARAN FRIENDSHIP,Cargo Ship,Bulk Carrier,300,50,109631,209284,2020
MARAN SPLENDOUR,Cargo Ship,Bulk Carrier,300,50,109631,209088,2020
MARAN FIDELITY,Cargo Ship,Bulk Carrier,300,50,109631,209237,2020
NORD AURUM,Cargo Ship,Bulk Carrier,299,50,109555,207998,2021
NORD ARGENTUM,Cargo Ship,Bulk Carrier,299,50,109555,209301,2021
TRUST SHANGHAI,Cargo Ship,Bulk Carrier,300,50,109534,209523,2021
PENG MAY,Cargo Ship,Bulk Carrier,300,50,109529,207990,2021
TENG MAY,Cargo Ship,Bulk Carrier,300,50,109529,207986,2021
CAPE MERCURY,Cargo Ship,Bulk Carrier,300,50,109026,209963,2023
CAPE JUPITER,Cargo Ship,Bulk Carrier,300,50,109026,209963,2023
CAPE VENUS,Cargo Ship,Bulk Carrier,300,50,109026,209963,2023
CHINA VENTURE,Cargo Ship,Bulk Carrier,300,50,108985,210269,2023
HERMINE OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107718,207986,2017
TRUE NAUTILUS,Cargo Ship,Bulk Carrier,300,50,107718,209190,2017
HEDWIG OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107718,209240,2018
HERMANN OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107718,209243,2016
HELENA OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107718,209177,2016
HERA OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107718,209249,2017
HUBERTUS OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107700,207998,2016
HANNES OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107700,208962,2017
HELGA OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107700,209172,2016
GLOBAL PIONEER,Cargo Ship,Bulk Carrier,300,50,107700,209066,2016
HINRICH OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107700,209113,2016
HANNA OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107700,208942,2017
TRUE NORTH,Cargo Ship,Bulk Carrier,300,50,107666,209325,2016
NSU QUEST,Cargo Ship,Bulk Carrier,300,50,107624,207362,2015
TRUE NAVIGATOR,Cargo Ship,Bulk Carrier,300,50,107602,208683,2017
NSU OBELISK,Cargo Ship,Bulk Carrier,300,50,107598,207590,2014
NSU KEYSTONE,Cargo Ship,Bulk Carrier,300,50,107598,207452,2013
HAUKE OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107567,207694,2022
HEIDE OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107567,207629,2021
HUGO OLDENDORFF,Cargo Ship,Bulk Carrier,300,50,107567,207994,2021
FPMC B IMAGE,Cargo Ship,Bulk Carrier,300,50,106385,206699,2012
FPMC B LUCK,Cargo Ship,Bulk Carrier,300,50,106385,206391,2013
FPMC B JUSTICE,Cargo Ship,Bulk Carrier,300,50,106385,206649,2012
CAPE RAINBOW,Cargo Ship,Bulk Carrier,300,50,106378,207771,2012
SHAGANG HAILI,Cargo Ship,Bulk Carrier,300,50,106372,207725,2011
AZUL HORIZONTE,Cargo Ship,Bulk Carrier,300,50,106372,207685,2012
CS SUSTAINABILITY,Cargo Ship,Bulk Carrier,300,50,106370,206292,2013
C.S CHALLENGE,Cargo Ship,Bulk Carrier,300,50,106370,206378,2013
HYUNDAI ATLANTIC,Cargo Ship,Bulk Carrier,300,50,106368,206650,2012
PROSPER SUNWAITO,Cargo Ship,Bulk Carrier,300,50,106368,206478,2013
SPRING NEXUS,Cargo Ship,Bulk Carrier,300,50,106368,206562,2012
GOLDEN GAYLE,Cargo Ship,Bulk Carrier,300,50,106368,206565,2011
C.S. INNOVATOR,Cargo Ship,Bulk Carrier,300,50,106368,206629,2012
HYUNDAI PIONEER,Cargo Ship,Bulk Carrier,300,50,106367,207955,2009
CAPE ODYSSEY,Cargo Ship,Bulk Carrier,300,50,106367,207918,2010
WEN CHANG STAR,Cargo Ship,Bulk Carrier,300,50,106367,207933,2008
ONOZURU MARU,Cargo Ship,Bulk Carrier,300,50,106367,207973,2009
SG CAPITAL,Cargo Ship,Bulk Carrier,300,50,106367,207912,2008
SIKAMIA,Cargo Ship,Bulk Carrier,300,50,106367,207923,2008
GLOBAL COMMANDER,Cargo Ship,Bulk Carrier,300,50,106367,207953,2010
SHANDONG DING SHENG,Cargo Ship,Bulk Carrier,295,46,95086,179959,2013
SHANDONG HENG CHANG,Cargo Ship,Bulk Carrier,295,46,95086,179965,2013
WAH SHAN,Cargo Ship,Bulk Carrier,292,45,95071,179655,2015
HL PIONEER,Cargo Ship,Bulk Carrier,292,45,95071,179655,2016
STAR OPHELIA,Cargo Ship,Bulk Carrier,292,45,95047,180716,2010
PAN FREESIA,Cargo Ship,Bulk Carrier,292,45,95047,180736,2009
SUN ORCHID,Cargo Ship,Bulk Carrier,292,45,95047,180717,2010
INDIAN PARTNERSHIP,Cargo Ship,Bulk Carrier,292,45,95009,181012,2014
INDIAN FRIENDSHIP,Cargo Ship,Bulk Carrier,292,45,95009,181125,2013
SAMJOHN LEGACY,Cargo Ship,Bulk Carrier,292,45,94995,180736,2010
SAMJOHN SOLIDARITY,Cargo Ship,Bulk Carrier,292,45,94995,180702,2010
G. P. ZAFIRAKIS,Cargo Ship,Bulk Carrier,295,46,94984,179492,2014
SANTA BARBARA,Cargo Ship,Bulk Carrier,295,46,94984,179492,2015
ANNABEL L,Cargo Ship,Bulk Carrier,292,45,94973,180803,2019
GCL DUNKIRK,Cargo Ship,Bulk Carrier,292,45,94973,180953,2022
ZELLA OLDENDORFF,Cargo Ship,Bulk Carrier,292,45,94973,180857,2020
EMPRESS MISTRAL,Cargo Ship,Bulk Carrier,292,45,94973,180896,2020
PACIFIC SARAH,Cargo Ship,Bulk Carrier,292,45,94970,180999,2019
PACIFIC ANOUK,Cargo Ship,Bulk Carrier,292,45,94970,181048,2019
PACIFIC MYRA,Cargo Ship,Bulk Carrier,292,45,94970,181060,2019
FABULOUS,Cargo Ship,Bulk Carrier,292,45,94528,180724,2019
GOLDEN SAVANNAH,Cargo Ship,Bulk Carrier,292,45,94528,181044,2017
KSL CHINA,Cargo Ship,Bulk Carrier,292,45,94523,179109,2013
CS HANG ZHOU,Cargo Ship,Bulk Carrier,292,45,94493,179691,2021
CS WU HAN,Cargo Ship,Bulk Carrier,292,45,94493,179692,2021
CS NAN JING,Cargo Ship,Bulk Carrier,292,45,94493,179668,2021
SOLAR MAJESTY,Cargo Ship,Bulk Carrier,292,45,94481,180516,2020
COURAGEOUS,Cargo Ship,Bulk Carrier,292,45,94455,181008,2016
AM KIRTI,Cargo Ship,Bulk Carrier,292,45,94408,180885,2019
AM TARANG,Cargo Ship,Bulk Carrier,292,45,94408,180885,2019
HERUN GLOBAL,Cargo Ship,Bulk Carrier,292,45,94385,181056,2016
GENCO ENDEAVOUR,Cargo Ship,Bulk Carrier,292,45,94385,181060,2015
STAR ASIA,Cargo Ship,Bulk Carrier,292,45,94385,181056,2017
HERUN ZHEJIANG,Cargo Ship,Bulk Carrier,292,45,94385,181056,2017
CAPE BERNINA,Cargo Ship,Bulk Carrier,292,45,94385,181056,2017
GENCO RESOLUTE,Cargo Ship,Bulk Carrier,292,45,94385,181060,2015
NAOMI,Cargo Ship,Bulk Carrier,292,45,94351,181031,2016
NORA,Cargo Ship,Bulk Carrier,292,45,94351,181031,2016
MARAN SEAFARER,Cargo Ship,Bulk Carrier,292,45,94326,179754,2011
MARIVICTORIA,Cargo Ship,Bulk Carrier,292,45,94286,179759,2009
K.VICTORY,Cargo Ship,Bulk Carrier,292,45,93850,181500,2012
K. CONFIDENCE,Cargo Ship,Bulk Carrier,292,45,93850,181488,2013
SM TIGER,Cargo Ship,Bulk Carrier,292,45,93816,180784,2015
TOMINI K2,Cargo Ship,Bulk Carrier,292,45,93801,179816,2014
GH KAHLO,Cargo Ship,Bulk Carrier,292,45,93801,179816,2014
NORD ENERGY,Cargo Ship,Bulk Carrier,292,45,93795,179023,2012
NORD POWER,Cargo Ship,Bulk Carrier,292,45,93789,178733,2012
JOLANDA,Cargo Ship,Bulk Carrier,292,45,93742,180579,2015
JUTTA,Cargo Ship,Bulk Carrier,292,45,93742,180740,2016
JOHANNA,Cargo Ship,Bulk Carrier,292,45,93742,180683,2016
SECRETARIAT,Cargo Ship,Bulk Carrier,292,45,93735,181036,2015
CIC PAOLA,Cargo Ship,Bulk Carrier,292,45,93735,181059,2014
CIC OSLO,Cargo Ship,Bulk Carrier,292,45,93735,180972,2014
NORD FERRUM,Cargo Ship,Bulk Carrier,292,45,93733,179678,2011
NORD MAGNES,Cargo Ship,Bulk Carrier,292,45,93733,179546,2011
DORADO,Cargo Ship,Bulk Carrier,292,45,93733,179842,2011
AOM MARTA,Cargo Ship,Bulk Carrier,292,45,93722,182646,2019
CAPT G,Cargo Ship,Bulk Carrier,292,45,93721,182281,2023
NORD STEEL,Cargo Ship,Bulk Carrier,292,46,93721,182288,2023
AWAJISAN MARU,Cargo Ship,Bulk Carrier,292,45,93719,181994,2021
CAPE ELIANTO,Cargo Ship,Bulk Carrier,292,45,93297,182328,2022
FJ ROSSA,Cargo Ship,Bulk Carrier,292,45,93297,182345,2022
CSK GENERATION,Cargo Ship,Bulk Carrier,292,45,93297,182618,2016
PRINCESS ETERNITY,Cargo Ship,Bulk Carrier,292,45,93297,182263,2022
AQUACHARM,Cargo Ship,Bulk Carrier,292,45,93297,182309,2022
TRUE CONDOR,Cargo Ship,Bulk Carrier,292,45,93297,182625,2016
PROTI,Cargo Ship,Bulk Carrier,292,45,93297,182476,2015
NAVIOS ASTRA,Cargo Ship,Bulk Carrier,292,45,93297,182393,2022
TRUE CHARIOT,Cargo Ship,Bulk Carrier,292,45,93297,182571,2015
SPRING CITRUS,Cargo Ship,Bulk Carrier,292,45,93297,182348,2021
TRUE CASPIAN,Cargo Ship,Bulk Carrier,292,45,93297,182651,2016
GORTYNIA,Cargo Ship,Bulk Carrier,292,45,93297,182608,2015
FORTUNE,Cargo Ship,Bulk Carrier,292,45,93297,182620,2016
GENCO TIGER,Cargo Ship,Bulk Carrier,292,45,93290,179185,2011
GENCO LION,Cargo Ship,Bulk Carrier,292,45,93290,179185,2012
FRONTIER NEIGE,Cargo Ship,Bulk Carrier,292,45,93288,182737,2011
SOUTHERN HARMONY,Cargo Ship,Bulk Carrier,292,45,93288,182249,2012
CAPE SWAN,Cargo Ship,Bulk Carrier,292,45,93288,182663,2012
NGM BOND,Cargo Ship,Bulk Carrier,292,45,93286,182674,2011
ALPHA LIBERTY,Cargo Ship,Bulk Carrier,292,45,93274,179276,2011
NAVIOS JOY,Cargo Ship,Bulk Carrier,292,45,93034,181389,2013
AGIA TRIAS,Cargo Ship,Bulk Carrier,290,47,93030,185820,2002
FREEDOM,Cargo Ship,Bulk Carrier,292,45,93029,182205,2011
SUNRISE,Cargo Ship,Bulk Carrier,292,45,93010,179168,2011
CAPE FRIENDSHIP,Cargo Ship,Bulk Carrier,290,47,93006,185879,2005
AMORITO,Cargo Ship,Bulk Carrier,292,45,93006,179322,2012
CAPE MED,Cargo Ship,Bulk Carrier,290,47,93003,185827,2006
FURONG,Cargo Ship,Bulk Carrier,290,48,93000,174004,1985
ANDROS NAVIGATOR,Cargo Ship,Bulk Carrier,290,47,92993,185805,2006
CAPE PROGRESS,Cargo Ship,Bulk Carrier,290,47,92993,185920,2006
ALLY,Cargo Ship,Bulk Carrier,290,47,92993,185897,2005
TRUE PATRIOT,Cargo Ship,Bulk Carrier,292,45,92992,180967,2016
ALPHA GALLANT,Cargo Ship,Bulk Carrier,292,45,92992,181162,2016
TRUE CAPTAIN,Cargo Ship,Bulk Carrier,292,45,92992,180981,2016
TRUE CORSAIR,Cargo Ship,Bulk Carrier,292,45,92992,181074,2016
MOUNT BOLIVAR,Cargo Ship,Bulk Carrier,292,45,92992,181070,2016
CAPE YAMABUKI,Cargo Ship,Bulk Carrier,292,45,92977,182534,2010
CAPE TSUBAKI,Cargo Ship,Bulk Carrier,292,45,92977,182718,2010
GOLDEN HOUSTON,Cargo Ship,Bulk Carrier,292,45,92957,181214,2014
GOLDEN KAKI,Cargo Ship,Bulk Carrier,292,45,92957,181214,2014
ALPHA HONESTY,Cargo Ship,Bulk Carrier,292,45,92531,179258,2016
BERGE NYANGANI,Cargo Ship,Bulk Carrier,292,45,92475,180524,2010
FLAGSHIP,Cargo Ship,Bulk Carrier,292,45,92382,176387,2013
FRONTIER ZONE,Cargo Ship,Bulk Carrier,292,45,92380,180541,2014
CAPE CRANE,Cargo Ship,Bulk Carrier,292,45,92379,180737,2012
IRON PHOENIX,Cargo Ship,Bulk Carrier,292,45,92379,180643,2012
NAVIOS CANARY,Cargo Ship,Bulk Carrier,292,45,92379,180528,2015
MIRACLE,Cargo Ship,Bulk Carrier,292,45,92379,180643,2011
PAN GOLD,Cargo Ship,Bulk Carrier,292,45,92374,175088,2011
PAN DREAM,Cargo Ship,Bulk Carrier,292,45,92374,175043,2011
PELOPIDAS,Cargo Ship,Bulk Carrier,292,45,92372,176006,2011
PAN EMERALD,Cargo Ship,Bulk Carrier,292,45,92370,174964,2012
PAN FREEDOM,Cargo Ship,Bulk Carrier,292,45,92370,174977,2012
PAN IRIS,Cargo Ship,Bulk Carrier,292,45,92370,175010,2012
PAN BONA,Cargo Ship,Bulk Carrier,292,45,92353,175401,2011
SEALINK MAJESTY,Cargo Ship,Bulk Carrier,300,48,92308,177754,1982
PACIFIC SOUTH,Cargo Ship,Bulk Carrier,292,45,92301,176000,2012
CAPE MATHILDE,Cargo Ship,Bulk Carrier,292,45,92290,178831,2010
CAPE BRITANNIA,Cargo Ship,Bulk Carrier,292,45,92286,178369,2009
WEN HUA STAR,Cargo Ship,Bulk Carrier,292,45,92278,178394,2009
BERGE NIMBA,Cargo Ship,Bulk Carrier,292,45,91971,175949,2010
STAR SCARLETT,Cargo Ship,Bulk Carrier,292,45,91971,175649,2014
BERGE TORRE,Cargo Ship,Bulk Carrier,292,45,91971,175935,2011
E TRADER,Cargo Ship,Bulk Carrier,292,45,91971,175886,2009
GENIUS,Cargo Ship,Bulk Carrier,292,45,91971,175580,2012
RESILIENCE,Cargo Ship,Bulk Carrier,292,45,91971,176189,2009
MINERAL STONEHENGE,Cargo Ship,Bulk Carrier,292,45,91971,175713,2010
BERGE HOVERLA,Cargo Ship,Bulk Carrier,292,45,91971,175918,2010
JEWEL,Cargo Ship,Bulk Carrier,292,45,91971,175784,2012
ENNA,Cargo Ship,Bulk Carrier,292,45,91971,175975,2011
MINERAL FAITH,Cargo Ship,Bulk Carrier,292,45,91971,175620,2012
RICHMOND,Cargo Ship,Bulk Carrier,292,45,91971,175800,2010
BULK JOYANCE,Cargo Ship,Bulk Carrier,292,45,91971,175636,2012
BERGE RINJANI,Cargo Ship,Bulk Carrier,292,45,91971,175886,2010
JPS,Cargo Ship,Bulk Carrier,292,48,91962,172704,1998
DAEWOO SPIRIT,Cargo Ship,Bulk Carrier,287,46,91945,166870,1985
MARAN VIGOUR,Cargo Ship,Bulk Carrier,292,45,91920,180391,2012
MARAN TRUST,Cargo Ship,Bulk Carrier,292,45,91920,180391,2012
MARAN GLORY,Cargo Ship,Bulk Carrier,292,45,91920,180575,2012
MARAN GRACE,Cargo Ship,Bulk Carrier,292,45,91920,180391,2010
AUSTRALIA,Cargo Ship,Bulk Carrier,303,46,91188,172972,1993
SAM,Cargo Ship,Bulk Carrier,289,45,91178,175775,2003
LILA NINGBO,Cargo Ship,Bulk Carrier,282,45,91178,175775,2002
CAPE BOSS,Cargo Ship,Bulk Carrier,289,45,91178,175775,2003
NS HAIRUN,Cargo Ship,Bulk Carrier,289,45,91178,175775,2003
CHOU SHAN,Cargo Ship,Bulk Carrier,289,45,91166,175569,2005
CHIN SHAN,Cargo Ship,Bulk Carrier,289,45,91166,175569,2004
ZHI DA 88,Cargo Ship,Bulk Carrier,289,45,91165,175980,2003
DEYI VENUS,Cargo Ship,Bulk Carrier,289,45,91165,175980,2003
NEWCASTLE EXPRESS,Cargo Ship,Bulk Carrier,289,45,91051,175775,2002
LILA BEIHAI,Cargo Ship,Bulk Carrier,289,45,91051,175775,2002
BET FIGHTER,Cargo Ship,Bulk Carrier,298,46,90991,173149,1992
ORE BAYOVAR,Cargo Ship,Bulk Carrier,290,47,90876,179302,1998
SOLAR BREEZE,Cargo Ship,Bulk Carrier,290,47,90876,178820,2000
BAO JIN HAI,Cargo Ship,Bulk Carrier,290,46,90633,173329,1989
BAO CHANG HAI,Cargo Ship,Bulk Carrier,290,46,90633,173329,1990
GENCO AUGUSTUS,Cargo Ship,Bulk Carrier,289,45,90450,180151,2007
CAPTAIN VENIAMIS,Cargo Ship,Bulk Carrier,289,45,90424,180176,2010
HONORSHIP,Cargo Ship,Bulk Carrier,289,45,90423,180242,2010
